slug,positions,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
liddeej01,POWER FORWARD,4.3,0.291,0.833,0.333,0.0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.091,-8.7,4.0,-4.7,0.0,1,6,0,5,2,2,0,5,1,2,2,2,2,4
lillada01,POINT GUARD,23.61111111111111,0.5958888888888888,0.4714444444444445,0.3708888888888889,1.8888888888888888,11.511111111111113,6.688888888888888,32.28888888888889,1.2555555555555555,0.7777777777777778,11.333333333333334,30.65555555555555,8.033333333333333,1.3666666666666667,9.411111111111111,0.1825555555555555,6.322222222222222,-1.088888888888889,5.255555555555556,4.533333333333333,5126,11624,2008,5403,3914,4315,379,2271,4164,569,195,1721,1078,16174
littlna01,SMALL FORWARD,11.2,0.5673333333333334,0.525,0.2036666666666666,4.166666666666667,15.5,9.833333333333334,6.933333333333334,1.0666666666666669,2.333333333333333,9.866666666666667,15.233333333333334,0.5666666666666667,0.4666666666666666,1.0333333333333332,0.0606666666666666,-1.6333333333333335,-0.8666666666666666,-2.466666666666667,-0.0666666666666666,336,742,130,382,119,160,99,353,125,55,66,90,187,921
livelde01,CENTER,18.1,0.728,0.007,0.274,11.4,20.4,16.0,6.4,1.3,5.2,13.1,12.6,3.1,1.8,4.9,0.183,-0.3,0.8,0.5,0.8,221,296,0,2,41,81,135,243,60,36,77,50,144,483
liveris01,POWER FORWARD,6.75,0.5135,0.6845,0.145,3.0,9.5,6.15,5.9,1.2000000000000002,1.5,10.2,12.3,0.1,0.35,0.45,0.013,-3.55,-0.9,-4.45,-0.3,160,404,96,280,44,57,43,148,66,41,33,46,146,460
livinch01,SMALL FORWARD,6.9,0.547,0.227,0.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,0.027,-7.0,-1.0,-8.0,-0.1,11,22,1,5,3,4,3,18,5,2,0,5,15,26
loftoke01,POWER FORWARD,8.4,0.4689999999999999,0.28225,0.25225,6.45,20.925,13.55,18.1,1.1,1.45,15.125,27.15,0.125,0.075,0.2,-0.0847499999999999,-5.3,-2.2,-7.5,0.025,157,327,27,89,67,105,55,110,119,23,17,54,100,408
looneke01,CENTER,14.45,0.575,0.0515,0.314875,12.6875,19.9,16.3625,11.3875,1.4625,2.75,12.65,12.225,2.5125,1.6375,4.1375,0.15,-1.3625,0.8374999999999999,-0.5375,0.6875,1111,1904,9,58,393,639,1091,1828,838,258,285,310,1146,2624
lopezbr01,CENTER,16.977777777777778,0.5848888888888889,0.4078888888888889,0.2266666666666666,5.555555555555555,13.9,9.844444444444443,7.777777777777778,0.9888888888888888,5.588888888888889,9.577777777777778,21.01111111111111,2.644444444444444,2.555555555555556,5.222222222222222,0.1258888888888888,0.6444444444444445,0.5333333333333334,1.1666666666666667,1.711111111111111,3388,7004,935,2665,1361,1699,887,2420,928,351,1188,871,1531,9072
lopezro01,CENTER,13.488888888888887,0.572,0.1091111111111111,0.2068888888888889,9.533333333333331,10.488888888888887,10.0,8.744444444444445,0.4111111111111111,3.488888888888889,14.61111111111111,17.48888888888889,1.3444444444444443,1.0,2.3666666666666667,0.0805555555555555,-1.7555555555555555,-0.8111111111111111,-2.555555555555556,0.0555555555555555,1966,3634,57,189,535,742,1077,1236,584,89,495,636,888,4524
loveke01,POWER FORWARD,17.125,0.566125,0.582875,0.28625,5.7375,32.2875,18.8375,14.0,0.975,0.9125,12.125,22.775,1.85,1.5125,3.35,0.121125,1.95,-0.3,1.6,1.25,1806,4313,841,2357,1092,1283,578,2958,938,216,122,672,745,5545
lowryky01,POINT GUARD,16.48,0.5906,0.5918,0.3016,2.24,12.82,7.529999999999999,28.42,1.86,0.98,16.16,19.72,4.029999999999999,2.33,6.35,0.1486,1.78,0.65,2.43,2.49,3037,7064,1542,4053,1905,2273,421,2410,4044,791,223,1508,1684,9521
lundyse01,SMALL FORWARD,0.0,0.373,0.765,0.235,2.0,13.1,7.3,0.0,0.0,0.0,5.1,15.8,-0.1,0.0,-0.1,-0.092,-7.7,-5.0,-12.7,-0.1,4,17,3,13,3,4,1,6,0,0,0,1,6,14
lylestr01,POWER FORWARD,13.49,0.5593999999999999,0.4497,0.2605,5.12,21.23,13.11,8.32,0.99,1.55,10.04,18.32,0.8800000000000001,1.06,1.96,0.0885,-0.4600000000000001,-0.6399999999999999,-1.12,0.25,1877,4206,632,1835,884,1168,593,2296,703,248,238,551,955,5270
maledth01,POINT GUARD,5.26,0.4705999999999999,0.3624,0.3516,1.5,11.4,6.42,16.1,1.4,0.5599999999999999,20.64,20.7,-0.6,0.5800000000000001,-0.06,-0.073,-7.2,-1.82,-9.02,-0.5,487,1325,187,618,271,339,67,446,546,138,34,301,296,1432
mamuksa01,CENTER,13.4,0.512,0.4516666666666666,0.252,10.666666666666666,20.666666666666668,15.633333333333336,13.1,0.9,1.8,11.4,17.433333333333334,0.3,0.3,0.6,0.0763333333333333,-1.2666666666666668,-0.7000000000000001,-1.9666666666666668,0.0333333333333333,267,615,79,262,103,148,185,332,173,35,36,89,139,716
mannte01,SHOOTING GUARD,13.066666666666668,0.6123333333333333,0.3506666666666667,0.229,5.066666666666666,12.533333333333331,8.933333333333334,11.266666666666666,1.1,0.8666666666666667,9.9,14.666666666666666,2.733333333333333,1.3333333333333333,4.066666666666666,0.1193333333333333,-0.5333333333333333,-0.0999999999999999,-0.6333333333333333,0.5333333333333333,704,1367,186,493,249,307,220,552,407,114,50,168,420,1843
manntr01,POINT GUARD,12.025,0.53775,0.45975,0.121,2.55,13.9,8.174999999999999,17.825,1.8,0.5,13.675,19.725,-0.3,0.7,0.4499999999999999,0.04425,-1.975,-0.45,-2.4250000000000003,-0.3,718,1721,273,781,197,255,92,532,541,189,29,263,297,1906
marjabo01,CENTER,24.454545454545453,0.6263636363636365,0.0328181818181818,0.4685454545454545,14.4,30.12727272727273,22.272727272727277,9.290909090909093,0.981818181818182,2.6,12.927272727272726,25.981818181818184,0.8,0.4090909090909091,1.2090909090909092,0.1973636363636363,2.2,-0.5272727272727272,1.681818181818182,0.2909090909090909,939,1619,14,52,600,786,537,1061,230,86,134,305,485,2492
markkla01,POWER FORWARD,17.633333333333336,0.5925,0.4876666666666667,0.2555,4.933333333333334,21.5,13.133333333333333,7.383333333333333,1.1,1.45,8.733333333333333,23.316666666666663,2.8666666666666667,1.4666666666666668,4.333333333333333,0.1143333333333333,2.2666666666666666,-1.15,1.0833333333333333,1.45,2215,4804,868,2296,1110,1282,500,2078,506,236,175,505,633,6408
marshna01,SMALL FORWARD,11.95,0.532,0.3945,0.3112499999999999,3.925,16.9,10.4,14.2,1.85,1.0,13.325,17.925,0.425,1.25,1.7000000000000002,0.06975,-2.0,0.2,-1.775,0.1,608,1416,174,556,333,429,154,655,467,162,44,246,331,1723
martica02,SMALL FORWARD,11.7,0.5546,0.4304,0.2219999999999999,4.54,13.26,8.82,9.92,1.84,1.78,11.48,15.94,0.6399999999999999,1.58,2.22,0.0804,-1.82,0.48,-1.3,0.26,836,1857,280,785,297,390,273,761,414,225,109,255,469,2249
martico01,SMALL FORWARD,10.34,0.4984,0.3692,0.2286,4.9,13.56,9.12,14.419999999999998,2.02,1.34,12.88,13.44,0.42,0.76,1.1800000000000002,0.0494,-2.98,0.4399999999999999,-2.54,0.0599999999999999,472,1069,125,394,166,255,199,538,475,200,72,191,307,1235
martike04,SMALL FORWARD,12.24,0.5713999999999999,0.3116,0.247,5.64,13.74,9.64,7.639999999999999,1.56,2.24,11.68,15.94,1.62,0.58,2.22,0.0656,-2.3,-0.4600000000000001,-2.76,0.1399999999999999,1045,1923,179,536,333,511,361,892,374,149,135,253,549,2602
mathega01,SHOOTING GUARD,10.966666666666669,0.63,0.8441666666666666,0.3511666666666667,1.8833333333333333,9.633333333333333,5.716666666666666,4.8,1.3333333333333333,0.7666666666666666,6.566666666666666,13.933333333333332,1.1,0.2666666666666666,1.3666666666666665,0.0964999999999999,-1.2166666666666666,-0.8500000000000001,-2.066666666666667,-0.0333333333333333,554,1382,445,1183,388,457,93,446,189,162,50,116,545,1941
mathube01,SMALL FORWARD,13.0,0.562,0.323,0.338,4.4,12.8,8.6,9.8,1.1,0.7,11.3,23.4,0.8,0.7,1.4,0.045,-1.2,-2.3,-3.4,-0.6,296,663,80,214,184,224,60,174,119,35,14,97,117,856
matthwe02,SHOOTING GUARD,7.771428571428571,0.5024285714285714,0.6602857142857143,0.2001428571428571,1.9,8.257142857142856,5.057142857142857,8.785714285714286,1.3571428571428572,1.0857142857142856,8.842857142857143,14.271428571428572,0.4285714285714285,1.0857142857142856,1.5,0.0404285714285714,-2.8428571428571425,0.0571428571428571,-2.771428571428572,0.0571428571428571,880,2296,525,1479,363,446,123,676,535,234,70,263,590,2648
maxeyty01,POINT GUARD,18.0,0.5834999999999999,0.356,0.2565,1.3,9.2,5.25,22.9,1.15,1.1,7.1,24.1,5.65,2.0,7.699999999999999,0.1395,2.7,-0.85,1.85,2.6,1121,2414,344,878,541,624,62,436,754,124,65,204,307,3127
mayssk01,POINT GUARD,15.65,0.5405,0.3685,0.157,1.95,9.9,5.8,35.9,1.7,0.65,11.45,19.4,0.3,0.15,0.5,0.1025,0.15,-1.3,-1.15,0.05,87,206,26,75,25,30,11,45,125,20,4,28,31,225
mayssk01,SHOOTING GUARD,13.6,0.5606666666666666,0.3456666666666666,0.132,2.733333333333333,8.933333333333334,5.866666666666667,14.666666666666666,2.833333333333333,0.6,9.7,15.833333333333334,0.2333333333333333,0.1666666666666666,0.4000000000000001,0.0976666666666666,-1.1666666666666667,0.9333333333333332,-0.2333333333333334,0.0999999999999999,86,183,24,70,30,34,16,50,57,28,3,21,30,226
mcbrimi01,POINT GUARD,9.2,0.486,0.613,0.1386666666666667,1.8666666666666665,7.5,4.633333333333334,13.5,2.0666666666666664,0.6,6.6000000000000005,14.966666666666669,0.7666666666666666,0.7999999999999999,1.5,0.07,-3.1666666666666665,0.9333333333333332,-2.3,0.0999999999999999,314,777,166,468,79,104,48,144,227,101,16,60,213,873
mccolcj01,POINT GUARD,18.466666666666665,0.5710000000000001,0.431,0.171,2.233333333333333,12.266666666666666,7.233333333333333,25.933333333333334,1.5333333333333332,1.1333333333333333,9.9,26.83333333333333,2.3000000000000003,1.9666666666666663,4.266666666666667,0.1166666666666666,3.3666666666666667,-0.5666666666666667,2.8000000000000003,2.0666666666666664,1317,2898,521,1280,366,479,113,617,886,166,80,350,323,3521
mccontj01,POINT GUARD,15.58888888888889,0.5487777777777778,0.1145555555555555,0.1102222222222222,2.855555555555556,12.355555555555556,7.611111111111111,33.8,2.6444444444444444,0.7222222222222222,18.83333333333333,16.88888888888889,1.6111111111111112,1.6222222222222222,3.2,0.1035555555555555,-0.4888888888888889,0.8666666666666667,0.3555555555555555,0.8333333333333334,2083,4039,157,449,353,450,341,1520,3191,766,112,1017,903,4676
mcdanja02,SMALL FORWARD,10.7,0.591,0.391,0.1635,3.75,9.25,6.55,7.6,1.5,2.25,12.1,15.75,1.15,2.75,3.9,0.0819999999999999,-2.5,0.6,-1.9,0.1,677,1344,193,524,163,223,148,383,249,137,118,199,491,1710
mcdanja01,SMALL FORWARD,10.65,0.5443333333333333,0.3611666666666666,0.239,4.533333333333333,15.916666666666666,10.116666666666664,8.366666666666665,1.6833333333333331,1.5166666666666666,11.75,16.316666666666666,0.15,0.7166666666666667,0.8999999999999999,0.0541666666666666,-3.4166666666666665,-0.3166666666666667,-3.733333333333333,-0.2666666666666666,916,2031,251,772,371,466,241,934,421,247,118,308,694,2454
mcderdo01,SMALL FORWARD,10.322222222222225,0.5782222222222223,0.5337777777777778,0.1326666666666666,1.6666666666666667,9.011111111111113,5.311111111111111,7.222222222222222,0.6000000000000001,0.3666666666666666,7.900000000000001,16.08888888888889,0.977777777777778,0.4,1.3888888888888888,0.0648888888888888,-1.1444444444444446,-1.6222222222222222,-2.7777777777777777,-0.1333333333333333,1901,4167,843,2069,483,601,218,1101,631,141,66,397,879,5128
mcgeeja01,CENTER,19.87,0.6105,0.0348,0.2782,13.3,25.02,19.19,5.709999999999999,1.2200000000000002,6.8,14.64,21.45,1.2,1.3199999999999998,2.51,0.1454,-1.35,0.6799999999999999,-0.6599999999999999,0.43,1751,2898,19,97,501,799,921,1788,290,206,627,539,1139,4022
mcgowbr01,SHOOTING GUARD,8.25,0.542,0.4195,0.383,2.4000000000000004,10.65,6.4,8.6,1.05,0.9,12.7,14.95,0.0,0.35,0.35,0.0195,-4.15,-1.25,-5.45,-0.7,181,432,60,182,126,165,37,158,105,36,16,73,122,548
mclaujo01,POINT GUARD,13.8,0.5576000000000001,0.4768,0.1582,2.4,8.8,5.5600000000000005,27.24,2.66,0.76,14.82,13.02,1.02,0.74,1.78,0.1204,-0.56,1.06,0.5,0.44,406,910,155,420,107,145,83,302,756,209,31,172,188,1074
meltode01,SHOOTING GUARD,13.766666666666666,0.5426666666666667,0.5826666666666667,0.1753333333333333,3.633333333333333,14.2,8.866666666666667,14.766666666666666,2.9333333333333336,1.7666666666666666,11.633333333333333,18.666666666666668,0.9333333333333336,2.433333333333333,3.333333333333333,0.1003333333333333,-0.3666666666666666,1.4666666666666668,1.1,1.3,697,1706,373,989,225,286,161,620,505,290,96,253,403,1992
mensana01,CENTER,5.0,0.496,0.0,0.429,10.3,13.6,11.9,3.7,1.0,4.3,29.6,6.8,0.0,0.2,0.1,0.023,-8.7,-0.1,-8.8,-0.5,12,28,0,0,9,12,29,36,9,6,14,14,64,33
merrisa01,SHOOTING GUARD,12.0,0.558,0.8325,0.09625,1.725,12.425,7.1,11.625,1.475,0.175,5.9,17.35,0.575,0.3,0.875,0.104,-0.7,-0.4999999999999999,-1.225,0.175,207,511,176,442,34,38,29,137,138,31,5,31,95,624
metuch01,CENTER,15.32,0.5884,0.2875999999999999,0.2536,6.62,21.06,13.84,9.02,1.92,2.72,14.68,18.92,0.22,0.5599999999999999,0.78,0.0832,-1.2800000000000002,0.08,-1.2,0.06,564,1158,126,413,228,275,159,709,190,154,88,204,301,1482
micicva01,POINT GUARD,9.95,0.515,0.443,0.205,1.0,7.05,4.050000000000001,29.6,1.25,0.65,20.65,17.85,0.0,0.2,0.2,0.0165,-2.9,-1.95,-4.85,-0.4,318,740,86,308,122,150,28,148,524,62,14,198,136,844
middlkh01,SMALL FORWARD,17.5875,0.579375,0.370875,0.2461249999999999,2.45,15.4625,9.1625,23.225,1.675,0.55,13.325,25.2,2.825,2.1125,4.9375,0.1255,1.275,-0.1,1.175,1.5125,3177,6844,975,2547,1488,1688,313,2241,2206,517,89,1133,1192,8817
millebr02,SMALL FORWARD,13.0,0.552,0.455,0.16,2.7,12.4,7.4,11.6,1.4,1.6,10.2,23.9,-0.3,1.0,0.8,0.015,-0.9,-1.6,-2.6,-0.3,476,1083,184,493,143,173,60,255,175,66,42,132,184,1279
millejo02,SMALL FORWARD,14.1,0.658,0.222,0.222,12.5,7.8,10.1,0.0,0.0,0.0,9.2,17.0,0.1,0.0,0.1,0.116,0.4,-4.2,-3.8,0.0,5,9,1,2,2,2,3,2,0,0,0,1,2,13
millele01,SMALL FORWARD,27.0,0.694,0.25,0.1,11.5,31.3,21.8,25.5,1.9,1.7,4.6,18.6,0.2,0.1,0.3,0.323,5.9,3.7,9.6,0.2,13,20,2,5,1,2,5,15,8,2,1,1,5,29
whiteda01,SMALL FORWARD,4.9,0.255,0.6,0.4,0.0,18.8,9.1,15.6,0.0,3.8,0.0,10.6,0.0,0.0,0.0,-0.03,-5.5,-2.4,-7.9,0.0,1,5,0,3,1,2,0,4,3,0,1,0,0,3
millspa02,POINT GUARD,11.833333333333334,0.5458888888888889,0.6286666666666667,0.1276666666666666,1.7000000000000002,7.288888888888888,4.522222222222222,15.433333333333334,1.6888888888888889,0.3,11.033333333333331,18.4,1.4,1.1333333333333333,2.5444444444444443,0.0736666666666666,-0.8999999999999998,-0.3888888888888889,-1.2888888888888888,0.5666666666666667,1783,4258,995,2633,521,601,167,806,1384,378,44,558,750,5082
miltosh01,SHOOTING GUARD,12.45,0.536,0.3525,0.200375,3.5125,13.0875,8.337499999999999,17.162499999999998,1.3625,1.0625,9.85,18.825,0.5875,0.6875,1.3,0.089875,-2.025,-0.1499999999999999,-2.1750000000000003,-0.0249999999999999,1119,2522,296,855,482,584,168,661,874,177,81,387,635,3016
minayju01,SMALL FORWARD,4.9,0.377,0.5920000000000001,0.0824999999999999,6.050000000000001,11.85,8.95,6.6,1.15,3.7,12.45,11.55,-0.15,0.15,0.0,-0.029,-6.15,-1.2,-7.3,-0.25,29,97,15,61,5,10,33,38,25,11,15,13,44,78
minotjo01,SMALL FORWARD,19.15,0.5874999999999999,0.2225,0.3055,5.550000000000001,19.2,12.6,10.35,2.35,5.15,5.8,20.15,0.15,0.2,0.35,0.184,-0.0499999999999999,1.85,1.7499999999999998,0.1,35,72,6,16,20,22,9,33,13,9,11,5,20,96
mitchda01,POINT GUARD,9.833333333333334,0.5296666666666666,0.4543333333333333,0.103,1.6333333333333335,7.3,4.433333333333334,18.33333333333333,1.1666666666666667,0.7000000000000001,11.933333333333332,16.533333333333335,0.3333333333333333,0.6666666666666666,0.9666666666666668,0.0373333333333333,-2.3000000000000003,-1.0333333333333334,-3.333333333333333,-0.5333333333333333,679,1565,221,675,111,158,68,298,632,116,42,219,338,1690
mitchdo01,SHOOTING GUARD,19.883333333333333,0.5695,0.4128333333333333,0.2496666666666666,2.65,11.183333333333332,7.0,23.266666666666666,2.066666666666667,0.8666666666666667,11.333333333333334,31.316666666666663,3.266666666666667,3.1,6.3500000000000005,0.1306666666666666,3.2166666666666663,0.2166666666666666,3.466666666666667,3.2,3657,8101,1207,3325,1697,2014,328,1439,1899,593,141,1151,1043,10218
mobleev01,POWER FORWARD,18.03333333333333,0.5886666666666667,0.1086666666666666,0.3116666666666667,7.733333333333333,22.8,15.366666666666667,13.3,1.2666666666666666,4.2,12.266666666666666,20.4,2.6666666666666665,3.733333333333333,6.4,0.144,0.0,1.7,1.7333333333333332,1.9666666666666668,1267,2329,67,253,495,727,441,1308,558,161,306,369,499,3096
mobleis01,POWER FORWARD,11.1,0.496,0.3515,0.0925,5.15,16.6,10.9,8.25,1.9,1.65,5.449999999999999,16.299999999999997,0.05,0.15,0.1,0.0835,-3.5,-0.5,-4.0,-0.05,22,52,6,18,4,5,7,23,9,6,3,3,14,54
monkma01,SHOOTING GUARD,13.6,0.5488571428571428,0.5132857142857142,0.1828571428571428,1.7142857142857142,10.742857142857144,6.142857142857143,18.942857142857143,1.2428571428571429,1.157142857142857,12.2,24.0,0.8571428571428571,0.9285714285714286,1.7571428571428571,0.0508571428571428,0.0142857142857142,-1.4857142857142858,-1.4428571428571428,0.3285714285714285,1909,4413,799,2252,710,841,162,970,1295,256,136,685,706,5327
moodymo01,SHOOTING GUARD,11.5,0.5846666666666667,0.5573333333333333,0.217,4.4,11.1,7.833333333333333,6.733333333333333,1.1333333333333333,1.4333333333333331,8.933333333333332,16.066666666666666,0.8333333333333334,0.8333333333333334,1.6666666666666667,0.0926666666666666,-1.1,-0.6333333333333333,-1.7333333333333334,0.1333333333333333,382,830,161,445,138,182,110,271,131,67,41,91,187,1063
moonxa01,SHOOTING GUARD,10.5,0.4286666666666667,0.326,0.047,3.1666666666666665,11.6,7.433333333333334,28.7,1.2333333333333334,1.3999999999999997,9.9,19.96666666666667,0.0,0.1,0.0666666666666666,0.0216666666666666,-3.3000000000000003,-0.4666666666666666,-3.766666666666666,0.0,43,106,8,34,4,7,10,25,50,10,6,12,19,98
mooreta02,SHOOTING GUARD,11.8,0.453,0.368,0.105,10.6,11.9,11.2,20.4,2.5,0.0,13.1,24.3,0.0,0.0,0.0,-0.017,-2.5,-0.6,-3.1,0.0,8,19,1,7,1,2,4,4,5,2,0,3,4,18
moorewe01,SHOOTING GUARD,8.95,0.4825,0.364,0.058,1.5,13.7,7.85,13.1,2.9,2.0,16.6,13.95,-0.1,0.2,0.1,0.04,-4.949999999999999,2.3,-2.6,0.0,27,61,2,23,4,5,4,26,24,13,6,12,18,60
moranja01,POINT GUARD,20.48,0.5589999999999999,0.2415999999999999,0.3712,3.02,13.3,8.08,37.220000000000006,1.4,0.92,13.9,30.42,2.4799999999999995,1.62,4.1,0.121,3.3600000000000003,-0.4,2.96,2.02,2103,4455,327,1027,1250,1656,254,989,1903,254,74,852,402,5783
morrima03,POWER FORWARD,11.85,0.555,0.45525,0.1745,2.7375000000000003,15.125,9.0125,7.7125,0.9875,1.175,9.5875,19.3625,0.8500000000000001,1.35,2.175,0.074625,-1.1875,-0.6875,-1.875,0.2624999999999999,1795,4075,707,1824,630,761,266,1558,565,225,130,423,849,4927
morrima02,POWER FORWARD,11.169230769230769,0.5254615384615385,0.4321538461538461,0.1453076923076923,4.546153846153846,17.83076923076923,11.16153846153846,10.115384615384617,1.2923076923076924,1.3076923076923077,12.146153846153847,19.73846153846154,0.1846153846153846,0.8461538461538461,1.015384615384615,0.0517692307692307,-2.207692307692308,-0.3692307692307693,-2.607692307692308,-0.023076923076923,2484,5686,702,2007,844,1076,625,2439,1002,439,259,908,1700,6514
morrimo01,POINT GUARD,15.5375,0.565,0.345875,0.157,1.55,10.25,5.9625,23.475,2.0125,0.8125,7.875,16.825,2.0875,0.875,2.9875000000000003,0.126875,0.3249999999999999,0.3874999999999999,0.75,0.6875,1541,3255,466,1192,363,444,137,842,1506,302,79,292,419,3911
murphtr02,SMALL FORWARD,14.666666666666666,0.6066666666666667,0.6696666666666666,0.2216666666666666,3.8,12.966666666666669,8.366666666666667,7.6,1.5333333333333332,1.3666666666666665,5.433333333333334,16.96666666666667,3.1666666666666665,1.8,4.966666666666667,0.1359999999999999,1.3666666666666665,-0.3333333333333333,1.0333333333333334,1.4666666666666668,771,1698,442,1128,340,392,148,560,274,163,78,111,285,2324
murrade01,SHOOTING GUARD,17.35,0.5475000000000001,0.3359999999999999,0.1614999999999999,2.2,14.1,8.0,25.95,1.95,0.7,10.75,25.5,2.85,1.95,4.800000000000001,0.084,1.7,-0.3,1.35,2.35,1284,2782,334,941,366,452,115,690,950,223,43,361,244,3268
murraja01,POINT GUARD,17.8,0.5703333333333332,0.381,0.2036666666666666,2.833333333333333,10.8,6.833333333333333,23.45,1.5666666666666669,0.9833333333333334,11.4,25.28333333333333,3.35,1.75,5.083333333333333,0.118,2.4,-0.9166666666666666,1.4833333333333334,1.7666666666666666,2725,5948,875,2263,1051,1214,319,1224,1936,400,140,835,730,7376
murrake02,SMALL FORWARD,12.8,0.583,0.5825,0.1154999999999999,4.4,13.65,9.0,6.2,1.35,1.8,6.35,16.950000000000003,2.6,2.15,4.75,0.0915,0.0,-0.75,-0.75,0.8,797,1757,389,1012,165,205,195,596,227,140,101,124,367,2148
murrakr01,SMALL FORWARD,9.0,0.481,0.5,0.153,6.7,12.3,9.3,8.4,1.9,1.4,12.3,14.1,-0.4,1.0,0.7,0.024,-3.5,-0.2,-3.6,-0.6,145,366,49,183,37,56,85,139,80,53,21,55,92,376
muscami01,CENTER,12.318181818181818,0.5585454545454546,0.5900909090909091,0.1657272727272727,5.536363636363636,16.945454545454545,11.245454545454544,7.818181818181818,0.9090909090909092,2.3181818181818183,9.590909090909092,15.636363636363637,0.7454545454545454,0.5909090909090909,1.3454545454545457,0.0933636363636363,-0.981818181818182,-0.1363636363636363,-1.1272727272727272,0.3090909090909091,1128,2557,558,1508,367,459,417,1320,478,166,231,288,771,3181
mykhasv01,SMALL FORWARD,10.944444444444445,0.5395555555555556,0.6518888888888889,0.1536666666666666,2.466666666666667,10.155555555555557,6.288888888888889,13.077777777777778,1.6888888888888889,0.4,11.877777777777778,18.03333333333333,0.0999999999999999,0.3777777777777777,0.4666666666666667,0.051,-0.8444444444444444,-0.6777777777777777,-1.5333333333333334,-0.0444444444444444,976,2414,550,1531,247,334,144,607,586,238,43,371,382,2749
nancela02,CENTER,17.466666666666665,0.6114999999999999,0.1653333333333333,0.2826666666666667,9.883333333333333,21.71666666666667,15.733333333333334,11.816666666666668,2.566666666666667,2.066666666666667,11.716666666666669,13.9,2.1666666666666665,1.4,3.6,0.1605,0.4333333333333333,1.45,1.883333333333333,1.1,1155,2049,97,291,412,597,748,1578,683,431,185,317,834,2819
nancepe01,POWER FORWARD,-3.9,0.218,0.167,0.333,0.0,12.3,6.2,0.0,1.8,0.0,12.7,12.9,-0.1,0.0,-0.1,-0.154,-11.9,-3.2,-15.2,-0.1,1,6,1,1,0,2,0,3,0,1,0,1,2,3
nembhan01,POINT GUARD,11.3,0.573,0.328,0.107,2.4,7.0,4.7,20.0,1.8,0.3,15.6,16.0,1.3,0.7,2.0,0.057,-1.6,-0.5,-2.2,-0.1,260,522,61,171,45,56,36,105,280,63,6,101,143,626
nesmiaa01,SMALL FORWARD,10.0,0.56925,0.57425,0.18925,3.725,13.825,8.825,6.0,1.425,1.425,10.825,15.925,0.95,0.975,1.9,0.066,-2.575,-0.15,-2.75,-0.0249999999999999,717,1585,326,871,269,333,168,600,251,155,97,193,633,2029
niangge01,POWER FORWARD,9.6125,0.531875,0.597,0.099125,3.0875000000000004,15.025,9.1625,8.675,1.2875,0.55,11.3,18.1125,0.6875,0.975,1.6375,0.043125,-2.2,-0.6000000000000001,-2.7875,0.1,1169,2652,717,1805,207,239,125,957,423,148,64,297,782,3262
nixda01,POINT GUARD,8.8,0.477,0.6495,0.201,2.25,7.0,4.65,18.5,3.25,0.35,20.6,21.7,-0.8,0.2,-0.6,-0.024,-3.9,-0.05,-3.95,-0.5,90,261,46,157,27,42,19,82,138,36,7,91,61,253
nnajize01,POWER FORWARD,12.425,0.598,0.37075,0.3062499999999999,8.975,13.0,11.025,4.25,1.125,2.775,10.3,14.6,0.7749999999999999,0.6,1.375,0.108,-1.95,-0.875,-2.825,-0.125,325,635,84,227,135,204,196,280,77,56,78,88,294,869
nowelja01,SHOOTING GUARD,12.65,0.5241666666666667,0.3959999999999999,0.1969999999999999,3.0,10.566666666666666,6.7,15.033333333333331,1.15,1.0333333333333334,7.266666666666667,20.316666666666663,0.4166666666666667,0.3999999999999999,0.8333333333333334,0.0583333333333333,-1.6,-1.05,-2.6333333333333333,-1.3877787807814457e-17,705,1582,195,626,224,281,92,357,381,102,32,146,287,1829
nowelma01,SHOOTING GUARD,55.5,0.532,0.0,2.0,53.9,0.0,27.5,57.1,12.1,0.0,0.0,20.1,0.0,0.0,0.1,0.665,29.1,14.2,43.3,0.0,0,1,0,0,2,2,2,0,2,1,0,0,0,2
ntilila01,POINT GUARD,6.1,0.4232,0.526,0.1738,2.06,9.78,5.84,15.86,1.7,0.94,14.52,14.74,-0.66,0.5599999999999999,-0.08,-0.0126,-5.5,-0.36,-5.86,-0.54,438,1203,151,465,133,177,79,343,566,167,52,270,476,1160
nurkiju01,CENTER,19.24,0.5473,0.0713,0.3831,11.4,27.54,19.48,16.41,1.85,4.14,16.41,23.77,1.1800000000000002,1.84,3.03,0.111,-0.48,1.05,0.5599999999999999,0.86,2671,5261,97,346,1335,2026,1419,3487,1426,494,619,1221,1680,6774
